Emotion,Text
neutral,What's that?
neutral,"Weeeell, it's rum, and-"
neutral,I'm sure they'll be here soon.
neutral,"Yeah, honey, they wouldn't miss this."
neutral,Relax. You're only at nine centimeters. And the baby's at zero station.
fear,You are really frightening me.
fear,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?"
neutral,"All right, ten centimeters, here we go."
neutral,"All right, honey, time to start pushing."
fear,But they're not here yet!
neutral,"I'm sorry, I can't tell the baby to wait for them."
fear,"Oh, god."
joy,"Here we go. Mona umm, I think it’s time we-we had a conversation about-about where things are with us."
neutral,"Yeah, I-I think I suggested that."
joy,"Aw, we-we are so… So umm, well I-I-I like you and I-I love umm, y’know hanging out with you."
joy,And I mean-I’m having a lot of fun.
neutral,Okay.
neutral,"I mean, there’s no point in spending time with someone if-if it’s just fun."
joy,"It’s gotta be, it’s gotta be going somewhere right?"
neutral,So where-where is it going?
neutral,That’s-that’s the real question.
joy,And-and the answer is…is it’s going somewhere…fun.
neutral,"Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger."
fear,"No I mean—No not you, not you, you—you"
sadness,"I’m sorry, so umm, so where are we?"
neutral,Y’know what?
joy,I am going to take you out to dinner tonight.
joy,I found this place that makes the greatest mozzarella sticks and jalepino poppers .
anger,No?
joy,They taste so good.
neutral,Drum roll.
neutral,"Okay. Okay. All right. Help! Am I a Mark, or a John?"
neutral,"Nah, you’re not tall enough to be a Mark, but you might make a good Barney."
neutral,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse."
anger,"Hey, look, this name has been holding me back my entire life."
neutral,"Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson."
anger,You got problems because of you!
sadness,Not your name!
anger,"All right, this has got to stop!"
anger,Chandler is a great name!
sadness,"In fact—yes,  I’m, I’m sorry."
neutral,"I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler."
neutral,It was.
sadness,"Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me."
neutral,No.
neutral,"Thanks, any suggestions?"
fear,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and"
sadness,Well I was just so excited to see you.
sadness,No-no it’s not!
fear,I don’t want to lose you!
sadness,It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.
sadness,So I guess this is it.
sadness,Yeah.  Maybe it’s for the best. You smell just like her.
anger,"Yeah, so do you."
joy,Hey!
neutral,Hi.
neutral,"So, did shopping make you feel any better about Ross?"
sadness,Manhattan does not have enough stores.
neutral,"Well,"
neutral,Yeah. I just need you to bring me some photos of Ross.
neutral,Um-hmm.
neutral,And a small piece of chocolate.
neutral,Okay.
sadness,"Okay, we have to talk. I’m just getting out of a very serious relationship"
fear,"I know! And I’m just getting out of a marriage, I mean talk about meant to be!"
joy,Right! I just think that this is happening too soon.
sadness,"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time."
neutral,"No! No! Not, Paris."
joy,"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?"
anger,"Okay, could you just stop talking for a second?  Yemen. That’s right, yes, I’m being transferred to Yemen!"
anger,When?
neutral,I don’t know exactly.
sadness,"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes."
joy,But I do know that it’s some time tomorrow.
joy,"Ooh, this is it!  Oh, that’s him! That’s him!"
joy,Great! Go get him.
neutral,"Wait a second, or maybe you can go in first."
neutral,He’s not really my type.
neutral,"No not you, Dr. Drake Remoray. You can ask him questions and see what’s he like. People tell doctors everything."
sadness,"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks."
sadness,You do attract some stinkers.
neutral,Chandler.
neutral,"Mrs. Tedlock. You're looking lovely today. And may I say, that is a"
neutral,"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day."
neutral,"Oh, listen."
neutral,"If this is about those prank memos, I had nothing to do with them."
joy,Really.
neutral,Nothing at all.
joy,Really.
neutral,Nothing.
neutral,"Y’know when we move in together, can I get a gumball machine?"
sadness,Of course! Joey wouldn’t let you have one?
sadness,"No. When it comes to sweets, he’s surprisingly strict."
neutral,"Hey, have you figured out a way to tell him you’re moving out?"
anger,"No, no, I keep trying, y’know?"
sadness,"I can get out, ""Joey, I have too…"" but then I lose my nerve and I always finish with, ""…go to the bathroom."""
neutral,He may think I’m sick.
neutral,"Y’know, I really have to tell Rachel, but I… We just have to get it over with!"
neutral,"Y’know, the next time we see them we’re just gonna tell them."
neutral,That’s it.
joy,"Oh, so that’s this is gonna work now? You’re just gonna order me around all the time?"
neutral,Pretty much.
neutral,All right.
joy,Hey Monica!
joy,Hi!
neutral,"Hey man, you feeling any better?"
neutral,"Joey, we have something to tell you."
neutral,"Yeah, if you get married in Vegas, you’re only married in Vegas."
neutral,What are you talking about? If you get married in Vegas you’re married everywhere.
neutral,Yeah!
neutral,He’s gonna go up to the counter with
neutral,Yeah.
joy,I missed this.
anger,Me too.
neutral,"So, you wanna get a hamburger or something?"
joy,Yes! Yes! Yes! Yes! Awww!
anger,"Hey, it’s your Thanksgiving too, y'know, instead of watching football, you could help."
neutral,We will.
neutral,"Okay, Rachel, you wanna put the marshmellows in concentric circles."
neutral,"No Mon,"
neutral,Every year.
joy,Hey! Ross!
neutral,Die Hard
neutral,"Yep. Hey, what do you say we make it a double feature?"
neutral,What’d you rent?
neutral,Die Hard 2
neutral,"Joey, this is"
neutral,"Oh, well we watch it a second time and its"
neutral,"Joey, we"
neutral,And?
joy,And it’ll be cool to see it again! Yeah!
neutral,Die Hard
neutral,"Dude, you didn’t say"
neutral,"Yeah, I just got uh, got plans."
anger,"Well, John McClane had plans!"
neutral,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch."
anger,What are you talking about? Bitch.
joy,I know you botched that operation on purpose.
anger,"I can't prove    it yet, but when I do, you'll be going to jail for murder."
joy,"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!"
anger,Stop going through my stuff !
joy,Hey!
joy,Hey!
anger,"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey."
fear,"No, you can't! Friends hooking up is a bad idea."
anger,"Please, what about you and Chandler?"
anger,That's different! I was drunk and stupid!
anger,Well hello !
neutral,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?
anger,"I could, I could but I don't want to! I want to kiss Joey!"
neutral,Alright . I think it's a big mistake but it's your decision.
joy,I'm gonna do it.
neutral,And I can't stop you.
neutral,No.
neutral,"Hey Rach, have you seen Charlie anywhere?"
neutral,I'm smarter than
joy,"Oh, hey, Gunther, check this out."
joy,"Yeah, that-that Chandler cracks me up."
neutral,"Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there."
neutral,"Uh, yeah, I’ll take a coffee. Thanks, man."
joy,Sure.  Coffee? ‘Cause I’m going up there.
neutral,No.
neutral,"No, thank you."
neutral,"You guys need anything, ‘cause I’m heading up there."
neutral,I’d love an ice water.
neutral,You got it.
anger,Just being friendly.
anger,"Joey, honey, I don’t think you’re supposed to go back there."
neutral,"Nah, it’s okay. Right, Gunther?"
anger,Don’t wink at me. And put on your apron.
sadness,"Okay, but I don’t see you asking any other paying customers to put on aprons."
neutral,No.
neutral,"Hey, waiter."
neutral,Yeah?
neutral,"You’ve reached Monica and Chandler’s, if you’re listening to this message, we’re probably screening.  Yeah we are."
neutral,"Hi, this is Heldi from the Morgan Chase museum."
neutral,I’m calling for Monica Geller.
neutral,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available"
neutral,Thank you.
neutral,Thanks.
anger,I can't believe this! This is like the worst night ever!
neutral,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am
sadness,"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again."
neutral,So go fix it!
neutral,Go find Chandler!
sadness,He's probably up in your room!
anger,Tell him that you're sorry and that you love him.
joy,Y'know what? You're right Phoebe. You're right. Thank you!
joy,"Sure!   Yeah! Las Vegas, number one!"
neutral,Anybody lose this?
joy,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!
neutral,Hmm.
neutral,Do you remember where the duck food is?
neutral,Because I’m going to London.
neutral,"Yeah, I have to tell Ross that I love him."
neutral,"Now honey, you take care, you don’t have those babies until I get back."
fear,"I—Rachel, you can’t go! Ross loves Emily!"
fear,"Yeah, I know, I know, I know he does."
sadness,But I have to tell him how I feel!
neutral,He deserves to have all the information and then he can make an informed decision.
sadness,That’s not why you’re going!
sadness,"You’re going because you hope he’s gonna say, ""Yeah, I love you too, Rach."
sadness,"Forget that British chippy."""
sadness,No!
sadness,Because he’s in love with the British chippy!
anger,"Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!"
anger,"Y’know, it’s too late!"
sadness,You missed you’re chance!
sadness,"I’m sorry, I know this must be really hard, it’s over."
anger,"Y’know what? No. It’s not over until someone says, ""I do."""
joy,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter."
neutral,So is everybody here?
neutral,I got here a little early myself.
neutral,Let us begin.
neutral,"Now, the hydrosaurids have been unearthed in two main locations."
neutral,Here.
neutral,Here.
neutral,Now as for the hydrosaurs
neutral,"Well, so anyway Beth, what I’m saying is I should’ve considered your feelings before I went home with you that night."
sadness,"I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry."
sadness,"So, do you think you can forgive me?"
joy,Great.
joy,Thanks.
neutral,"Okay, bye."
neutral,"Hello, Jennifer?"
neutral,"Well ah, actually I kinda need to talk to you too."
anger,Hey!
neutral,Hi.
neutral,Are you all right?
fear,Uhh… I think I just got engaged.
joy,Well…did you know he was gonna ask me?
joy,I’m like the one who talked him into it.
sadness,I  like to think of myself as the puppet master of the group.
sadness,And you really think this is a good idea?
neutral,"I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people."
sadness,I just don’t know! It just doesn’t feel right.
joy,Especially Ross!
neutral,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later."
joy,"There he goes, your fiancée."
neutral,I guess so.
neutral,Although he does play with himself in his sleep.
sadness,"Oh, that is so unfortunate."
neutral,What?
joy,Cute naked guy is really starting to put on weight.
neutral,"Okay, I’ll be back in just a minute. Oh, Phoebe I’m sorry that I left lipstick marks on the phone."
neutral,You didn’t leave lipstick marks on the phone.
neutral,"Oh, then it must’ve been you. Bye."
joy,Bye-bye!  That’s why I moved out.
neutral,"Hey, y'know while we’re on that, when are you gonna tell my sister that you don’t live here anymore."
neutral,I think on some levels she already knows.
neutral,Night Mon. Night Julio.
neutral,Adiós.
neutral,"Ah actually, that is mine."
neutral,"Oh yeah, what are you reading?"
neutral,"Flowers of Evil, by Beaudalire. Have you read it?"
neutral,"Have I read it?  No, are you enjoying it?"
neutral,"I thought I would, but the translation's no good."
neutral,Your a poet and don't know it.
neutral,"Actually I ah, I am a poet."
neutral,"Oh, then you do know it.  So um what kind of things do you write about?"
neutral,"Things that move me. The, the shadow of a tree, a child laughing, or this lip."
neutral,Mine?  Right here?
joy,I can write an epic poem about this lip.
joy,"How would that go?  Well, it didn't rhyme, but I liked it."
neutral,"Last stop, Montreal. This stop is Montreal."
neutral,"I made a bet with myself that you have beautiful eyes. Now that I see them, I win."
neutral,We’re at my stop. But would you like to have coffee?
neutral,"Yes we are. So, coffee?"
neutral,"Coffee sounds great.  Wait, so, so you live in Montreal?"
neutral,"Oh, no. But it’s just a two hour ferry ride to Nova Scotia."
neutral,"Okay, here’s batch 22."
anger,"Oh, maybe these’ll taste a little like your grandmother’s."
neutral,"This has a little bit of orange peel, but no nutmeg."
neutral,Let’s give it a shot.
neutral,"No, just a Friday night."
neutral,Would she?
anger,Would she?  You ate my candy bar!
sadness,"I know honey, I’m sorry."
sadness,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in."
joy,"Gee, I don’t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!"
sadness,"Oh honey, come on, I’m sorry, I didn’t...."
anger,Hi! Is my misery amusing to you?
fear,"I’m sorry, I wa, I wa, I was just ah...."
anger,"It’s not funny, this is actually my job."
neutral,"Oh believe me, I-I-I’ve been there. I had to sort mannequin heads at that Mannequins Plus."
joy,"Oh well then, so I’m just going to go back to talking to my friend here."
joy,And you can go back to enjoying your little hamburger.
neutral,"Ah, just one other thing."
joy,Yes?!
neutral,"I ah, I work at"
neutral,Do you want my pickle?
neutral,Do you think they have yesterday's daily news?
neutral,"Just wanna check my horoscope, see if it was right."
neutral,Phoebe.
neutral,"Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression."
joy,"Where?  Ooh, come to Momma."
anger,"He's coming. Be cool, be cool, be cool."
joy,We should do something. Whistle.
anger,We are not going to whistle.
neutral,"Come on, do it."
anger,No!
joy,Do it!
anger,No!
joy,Do it do it do it!
joy,Woo-woo!
neutral,"Hi! Umm, I’m Monica Geller, I’m the chef at Alessandro’s."
neutral,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance."
joy,I don’t see any reason why I would do that to myself again.
anger,"Either eat it, or be in it."
joy,"Spoon?  So, what do you think?"
joy,Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.
neutral,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?"
neutral,I can.
neutral,"Okay, go ahead."
neutral,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon."
neutral,"That’s very good, what’s your name?"
neutral,Monica.
neutral,"Monica, you go to the head of the class."
joy,Okay.
neutral,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen."
neutral,But I'm told for fifty pesos you can buy a    human spleen.
neutral,Human spleeeen.
joy,Olé!
joy,"Well, you said that you had customers lined up in the street,    so I am here to entertain!"
joy,Great!
joy,Yeah!
joy,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!"
joy,"Yeah, ""You suck"" and ""shut up and go home""."
joy,Listen Phoebe...
neutral,Yeah.
neutral,"You know how much I love listening to your music, you know,    but..."
neutral,But what?
neutral,This is kind of a classy place.
neutral,"Ok, say no more."
sadness,"I'm so bored! Stupid rain, we... we can't do anything."
neutral,"Well, I've brought some books. We could read."
joy,"Hey, it hasn't come to that yet."
joy,Hey hey hey! Don't mind if I do!
neutral,"I'm sorry sir, these are for the pharmaceutical convention"
neutral,"Hey Rach, do you feel like going to a convention?"
sadness,We can't. We're not pharmacists!
neutral,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba..."
neutral,Kate Miller?
neutral,Kate Miller it is.
joy,And... that's the most sex I'm gonna have this weekend.
neutral,In that case should I make sure it's on real good?
neutral,Thank you.
sadness,"We heard about your pants, I'm so sorry."
anger,This year was supposed to be great!
sadness,"No. No, you're not a loser."
anger,Look at me!
joy,"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!"
sadness,"Oh, be-because of the leather pants."
joy,"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something."
joy,That really is something.. that's really cool.
joy,Howdy partner!
joy,Maybe I should get another pair!
joy,"Ooh, y'know, they-they had some with fringe all down the sides."
joy,I'm gonna go kiss Ben goodnight.
joy,I can't believe he thinks I'm a cowboy.
joy,I would make a good cowboy.
neutral,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry."
neutral,"Oh yeah, me too. Y'know if this shirt is dirty.  Yep."
anger,"No you didn't. You said you would, but you never did!"
neutral,Great nap.
neutral,It really was.
joy,"Uh me? Gay? No! No. No, but I have a number of close friends who are."
neutral,"So, let’s talk about women. I’m sure our female readers will be interested to know about your romantic life."
neutral,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?"""
neutral,"Hey, how you doin’?"
neutral,Hey Mikey
neutral,Hey P
neutral,What are you doing?
neutral,Setting rattraps
neutral,"No, no, to test his neck strength."
anger,"No, Mike, I don't want to kill him!"
sadness,"I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl."
neutral,"Ok, ok, I'll throw away the traps."
neutral,"I'll find Bob, I'll get him."
fear,Bob?
sadness,Bob!
anger,Robert!
neutral,"Oh wait, I think I hear him."
neutral,Better think of a new name for him.
neutral,"I don't know, I kinda like Bob for a girl."
neutral,"I don't know, I mean I'm not sure  ..."
sadness,"Oh my god, we killed Bob!"
neutral,"Maybe it wasn't Bob, maybe it was a mouse."
neutral,Suzie
joy,"Hmmm, soup!"
neutral,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?"
neutral,"Oh yeah, no problem."
neutral,Thanks.
sadness,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection."
anger,"Yeah, but he waited until the last minute!"
anger,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party."
anger,"I said, ""No!"""
neutral,Which puts
anger,Great. So the ball is in his court?
anger,Ball? There is no ball.
neutral,"Yeah uh, y'know what uh, let's skip it."
neutral,"Umm, you-you and your sister seem to have umm, a very special bond, and"
anger,Oh great! That
neutral,"Do-do you, do you have brothers?"
neutral,"No, I have two sisters. But one of them has a very masculine energy."
neutral,Are you close with them?
neutral,"No-no, they're not very nice people."
neutral,"Okay, listen, I really like you."
neutral,Okay?
neutral,I think this can go somewhere.
neutral,"So what if I'm close to my family, are you gonna let that stand in the way of us?"
neutral,"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of"
neutral,Danny! Hurry up! The bath is getting cold!
neutral,"Yeah, okay, I'll see you later."
sadness,It’s over.
sadness,"Oh, was it awful?"
sadness,"Well, it was loong."
neutral,"I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head."
sadness,"Anyway, she didn’t want to stay."
neutral,I called a cab. she just left.
neutral,I wrote you a letter.
joy,Ohh! Thank you! I like mail.
neutral,It’s just some things I’ve been thinking about.
neutral,"Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff."
neutral,"Okay.  Wow, it’s-it’s 5:30 in the morning.  So, I’d better get cracking on this baby."
neutral,"Well, I’ll be waiting for you, just come up when you’re done."
joy,"Okay, I’ll be up in,  18 pages. Front and back. Very exciting."
anger,The waiter carried the breadsticks in his pants!
neutral,"Well, you said that we except the"
neutral,"All right, that I’ll retract."
anger,"Hey! I’m proud of that sauce, it’s delicious."
neutral,Lebanon.
anger,"Hand me those tomatoes, I’m gonna show you what it should taste like! Come on, hand me them."
neutral,How long is this gonna take? ‘Cause I got another critic to go yell at.
neutral,"Okay, then what happened?"
anger,Ohh. Uh-huh. Uh-huh.  You'll get your turn!
neutral,"Hey Pheebs, what's going on?"
anger,Nothing!   This is not over!
anger,No! No! No!
sadness,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!"
neutral,All right! Everybody ready to go to the movies?
sadness,"Uh actually, I think I'm gonna skip it."
sadness,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now."
neutral,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff."
neutral,"That's okay, Joe."
neutral,"All right, let's go Pheebs."
joy,That was amazing.
neutral,I know.
joy,"Hey, do you realize we may have just changed our lives forever?"
joy,We may have just started a family.
joy,"Nine months from now we can be here, having our own baby."
neutral,"And if not, we got to do it on a bucket."
anger,Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!
anger,I knew it!
anger,I always knew she liked him!
anger,"Y'know, she’d say no, but here we are!"
neutral,Right?
anger,"We just broke up, first thing she does!"
neutral,You didn’t just break up.
anger,"Hey, it’s been like three weeks!"
neutral,"Hey, so uh, y'know how there's something I wanted to talk to you about?"
joy,Oh yeah!
joy,"Well, y'know how I'm trying to work things out with Emily."
neutral,"Well, there's this one thing… Okay,  here goes."
neutral,What?
sadness,Oh God.
sadness,No!
anger,Oh not again!
sadness,This-this happened when my grandfather died.
sadness,Sorry.
neutral,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?"
neutral,Umm
sadness,Sorry. Sorry.
sadness,"Okay, I uh, I can't see you anymore."
neutral,"Yeah, I know. It's ridiculous! I can't see you either."
fear,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!
neutral,"Hello, Chip."
joy,"Hey, Rach! How ya doin’?"
joy,I’m great! I’m great. I’ve got a great job at
neutral,"So ah, Monica ready yet?"
neutral,"She’ll be out in a second. So, Chip, how’s umm, Amy Welch?"
joy,"That’s right, I love you! And-and I’m gonna play with you all the time."
neutral,He’s talking to the baby.
neutral,"Okay. Well, I gotta go you guys. I’ll see you later."
neutral,Okay.
joy,"Oh, she’s like umm…oh…who’s that kind of annoying girl soccer player?"
neutral,Mia Hamm?
joy,Mia Hamm!
joy,Oh that’s amazing.
neutral,"Okay, what do you guys think?"
sadness,I have never known love like this.
neutral,I stole Monica’s and changed the name.
neutral,You can’t
joy,If he goes first he can!
anger,Yeah!
neutral,"Anyway, I-I still think we should try to patch things up, y’know?"
neutral,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him."
joy,Oh wow that’s a great idea! And
neutral,Here you go.
joy,"Hey-hey-hey-ho-ho, I got this one."
neutral,Here you go.
neutral,"Y’know I gotta tell ya, sometimes I just—I don’t get Chandler."
neutral,"Y’know, me and him do stuff all the time without you and you don’t get all upset."
sadness,All the time?
anger,All the time!
neutral,"Cassie, how you-how you doin’ on that…hot dog."
neutral,I’m all done.
joy,Thank God.
neutral,I guess the last time we really hung out was when our parents rented that beach house together.
neutral,Oh right.
neutral,Right.
joy,"Ooh, remember the time I uh, I pinned you down and tickled you ‘til you cried?"
sadness,We’re probably too old to do that now.
joy,"I’ll always remember that summer, because it’s when I got all of these freckles."
joy,Uh-huh! Uh-huh! And-and-and I’ll always remember that summer because that’s when I realized that we are related.
neutral,"Well I’m, I’m a little slow.  Just as our children would be."
neutral,Relax every muscle in your body.
neutral,Listen to the plinky-plunky music.
neutral,"Okay, now close you eyes, and think of a happy place."
neutral,"Okay, tell me your happy place."
joy,"Richard's living room, drinking wine."
anger,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!"
sadness,"I'm sorry, but that's my happy place."
neutral,"Well, okay, fine, use my happy place."
neutral,"Okay, I'm just gonna, I have to ask that you don't move anything."
neutral,"All right, I'll try not to."
neutral,"Okay, all right, so, your in a meadow, millions of stars in the sky...."
sadness,Do you think breaking up with him was a huge mistake?
joy,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees...."
sadness,"I'll bet he's totally over me, I'll bet he's fine."
neutral,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place."
neutral,Okay.
joy,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains."
neutral,And the-the calming sounds of the babbling brook....
neutral,"OK sweetie, I'll see you later."
neutral,See you later Rach.
neutral,Bye-bye Julie.
neutral,Hey.
neutral,Hey.
joy,"Hey, c'mon, cut it out."
neutral,Hey?
neutral,What?
neutral,Can I ask you somethin'?
joy,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower."
neutral,Ok.
neutral,"Uh, Rachel, sweetheart, could I see ya for a minute?"
neutral,What's up?
neutral,F.Y.I..
neutral,I've decided to pay a professional musician to play in here on Sunday afternoons.
neutral,Her name is Stephanie... something.
neutral,She's supposed to be very good.
sadness,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her."
neutral,Uh...
fear,"Oh, no no no no. Oh no no no no. I have to do this to her?"
sadness,"Ahh, no."
neutral,Oh.
anger,"Noo, I y'know I don't see why she has to play with you, that's all."
anger,I mean doesn't she have any y'know other stripper moms friends of her own?
joy,You are totally jealous.
anger,I'm not jealous.
neutral,"All right this is about, umm, people feeling certain things y'know about strippers."
neutral,"And y'know, and um, I..."
neutral,"Honey, I love you too."
sadness,"Ugh. Wait, wait, wait."
joy,"Well, there's a kiss that he won't forget for a couple of hours, y'know."
neutral,"Yeah. Either that, or you just turned him on and sent him off to a stripper."
joy,Don’t say anything.
neutral,"I don’t wanna speak, I don’t wanna think."
joy,"I just want you to take me and kiss me and make love to me right here, right now."
joy,Rachel! Rachel!
neutral,What?
neutral,"Oh, sorry."
neutral,"Um,  Barry."
joy,Awwwww
joy,Dude!
joy,And hats off to Phoebe. Quite a competitor.  And might I say your breasts are still showing.
joy,All right! So that's it! It's over! Everybody knows!
neutral,"Well actually, Ross doesn't."
neutral,"Yes, and we'd appreciate it if no one told him yet."
neutral,Dear Mary-Angela.
neutral,Hi.
neutral,How?s it going.
sadness,This is the hardest letter I?ve ever had to write.
anger,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?
neutral,"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba."
neutral,"All right, look, look, you?ve got to do this yourself, okay in person."
neutral,At least you know her name.
neutral,"You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy."
fear,What if Mary-Angela comes to the door and I ask for Mary-Angela?
sadness,Where in Cuba?
neutral,Hey.
sadness,"You uh, you may have been right about Jill."
sadness,"Umm, she kissed me."
neutral,All right.
neutral,"Okay, here you go.  I have two queens, what do you have?"
neutral,A two and a five.
joy,"Ho-ho, you win! 50 dollars!"
neutral,"Oh yeah! Okay, let’s play again.  What do you got?"
neutral,A four and a nine.
neutral,No. Why?
joy,Damn! I am good at Cups!
neutral,I’m still on the set!
anger,Joey! The wedding is in less than an hour!
sadness,"I know! I’m sorry! The guy’s drunk, they won’t let me go until we get this."
sadness,Oh my God! I’m gonna have to find another minister.
anger,"No! No, I’m the minister! Alright, look-look, put ‘em both on the phone, I’ll marry them right now."
sadness,"Ugh! Joey, I have to go."
anger,Hey! Don’t you hang up on me! I’ll marry you and me right now! I have the power!
joy,Oh hey Joey! What's up?
neutral,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?"
neutral,"Yeah, I've been around."
neutral,"Okay, so-so which route should I take the northern route or the southern route?"
neutral,"Ooh, if you take the northern route there's a man in Illinois with a beard of bees."
joy,Great! Problem solved!
sadness,"Estelle, you gotta get me some work. I-I lost my health insurance."
neutral,"All right, first thing we gotta do, damage control."
sadness,"Well, I think uhh, someone out there may have been bad mouthing you all over town."
anger,Bastard!
joy,"Uh-huh, doing it. Doing it. Phone doing it."
joy,I mean I think it's great!
neutral,For him.
neutral,She might be able to do better.
neutral,Hey guys!
neutral,Joey! Come here! Come here!
neutral,Phoebe just found out about Monica and Chandler.
neutral,You mean how they're friends and nothing more?
neutral,"No. Joey, she"
neutral,"Yes, but y'know what?"
neutral,It doesn't matter who knows what.
neutral,"Now, enough of us know that we can just tell them that we know!"
joy,Then all the lying and the secrets would finally be over!
neutral,"It's a tradition, like the parade. If the parade decided it was gay, moved out, and abandoned its entire family."
neutral,"Y’know, you’re friend’s getting married, it’s gotta change things."
sadness,"I mean pretty soon they’re gonna be having kids, and then they’re just gonna be hanging out with other couples who have kids."
sadness,And then maybe they’re gonna have to leave the city to be near a
neutral,"Well, things change."
sadness,I don’t want them to move to a
neutral,It’ll be okay Joe.
neutral,Mrs. Braverman must be out.
sadness,She could be out of town. Maybe she’ll be gone for months.
fear,"By then, the cheesecake may have gone bad. We don’t want her to come back to bad cheesecake."
fear,No that could kill her.
neutral,"Well, we don’t want that."
neutral,"No, so we’re protecting her."
neutral,But we should take it.
fear,But we should move quick.
fear,Because I think I just heard her moving around in there.
fear,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!
neutral,"Hey, Kicky. What're you doing?"
