Emotion,Text
sadness,i feel like ive been punished and i can turn it around and dont have anything to be afraid of
sadness,i am feeling pretty guilty about posting pictures of some stray cat i cuddled on the street and not even posting pictures of my own two cats
sadness,i was trying really hard to be a people pleaser and itd left me feeling so defeated
anger,i have a feeling there will be many sarcastic quotes in this and future posts about him yikes
anger,i feel so damn fucking disgusted violated and hurt and angry and everything
sadness,i feel stressed or my family is being negative work is my getaway and every stressor goes away because of the kids
anger,i told her that i woke up feeling mad that i am a woman and that i am probably always going to have to worry about being raped
anger,i didnt feel rushed
anger,i feel a tad bit envious of my younger self i was in great running shape young and had my whole life ahead of me
anger,i feel like hes a little pissed at me
fear,i have gained some weight i feel very insecure in my self image
anger,im feeling more fucked up than last night
anger,i can feel violent biff whole length is hit by thunder same desire fire is ignited very quickly
sadness,im not trying to sound sarcastic but only trying to make the point that amid the daily pressures of life as wife and mom we often may find ourselves feeling kind of unimportant or robotic if you will in carrying out our tasks
anger,im not crying in a corner or feeling so out of control irritable that i cant handle it
sadness,i feel so stupid at how easily i cry these days
anger,i feel cold in
sadness,i really feel like damaged goods
sadness,i do feel completely isolated
sadness,i didnt feel all too devastated until i saw people running from the smoke and all
sadness,i feel awful still but really
sadness,i always feel regretful a few weeks after
sadness,i have personally experienced this gut wrenching feeling and kicked myself later for making those dumb mistakes that result when anxiety gets in the way
sadness,i went from feeling helpless to powerful
sadness,i want to without feeling too inhibited
anger,when i was doing research a few months ago
anger,i don t feel all that petty about crying over skin
anger,i feel insulted by saying real is bigger than man u real is a cows shit
sadness,i have heard that there are women out there whose pinterest experiences causes them to feel inadequate as mothers wives and friends
fear,i run a full computer scan with my avast antivirus it shows no viruses however i m still feeling kind of paranoid about these programs
fear,i for one am feeling a bit anxious at how long we are staying but i know we need to do this
fear,i knew there were a lot of hormonal things going on in my body too but the uncontrollable crying was still from feeling so uncertain about everything
sadness,i feel as though im doomed to finding a man
sadness,i really feel so lame today
sadness,i and feel quite ungrateful for it but i m looking forward to summer and warmth and light nights
fear,i was feeling frightened to the core what if my friends laughed at me what if sir was too harsh what if
fear,i don t know why this makes me feel so distraught
sadness,i was fond of but to whom i have remained quiet about my liking for them either because i am confused about my feeling or because i feel inadequate about myself
sadness,im tired of feeling like damaged goods for being a victim
anger,i feel insulted as if he feels he doesn t have to work for my money anymore he can put out anything people will buy it and radio will find something to play just because its him
fear,i shouldnt feel threatened by that
sadness,i have more of an idea of what to expect how time consuming a newborn baby is how much they feed how they might disrupt your sleep the potential for feeling isolated how you have to scale back what you can reasonably expect to do in a day and so on
fear,i was sleeping when i heard the neighbours screaming
anger,i mean i feel like such a fucking obnoxious bitch admitting this but i get a lot of messages from guys on myspace during the week
anger,i often feel offended when people other fans think i name my son joshua as joshua in josh groban
sadness,i feel so incredibly hopeless about losing weight
fear,i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses
anger,i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic
sadness,im tired or feeling a little shitty it always puts me in a better mood
fear,i don t feel alarmed and wonder if i should
fear,i didn t feel frightened i m rarely scared of any place but i couldn t help feeling uneasy in the company of so many big groups of men and the only woman visible anywhere
sadness,i begged her to come in the house with me when we got back and she did but left right away feeling distinctly unwelcome
sadness,i really want people to read my blog s but i can t write anything interesting enough i just write what i m feeling and who wants to read that boring kind of thing
sadness,i just feel really listless right now
fear,when going to the exam
fear,i started feeling a little vulnerable when the giant spotlight started blinding me
sadness,im sure much of the advantage is psychological the feeling ive out clevered the competition who are now hopelessly burdened with their big chainring jump
sadness,i have arrived home feeling some remorse and a bit troubled
anger,i feel like waiting for you to be online and you didnt makes me furious
anger,i mean if someone wrote fanfiction about my book and made my villain gay for say druian i d be sitting there reading it and feeling furious
anger,i have a feeling often and often that its dangerous to wait for things that if you wait for things they only go further and further away
anger,i feel like thats petty so i convince myself that i dont give a shit
sadness,ive this bad feeling that im being hated
sadness,i was going to tell you more about my trip to oregon but right now im not super feeling it and reading about other peoples vacations gets a little boring right
sadness,i leave the meeting feeling more than a little disheartened
fear,i think i just mostly feel uncertain
fear,i feel like ive been tortured in my sleep lately and im not quite sure why
anger,i really have much of a clue how my ex actually feels or felt about anything really except that he hated it when i didnt screw the lids back on jars in the kitchen
sadness,i woke up feeling ugly and im sure i looked like a hot mess
fear,i feel a strange obligation to be interested and encouraging even when the kid is clearly taking the piss
sadness,i was starting feel a bit regretful for the break up so i thought id write this list to remind me why i broke it off
anger,i don t know this shit happens but every time i find out about yet another secret makeshift graveyard full of women s bones i feel that enraged impotence just like it was the first time
anger,i do not feel outraged by the change in name changing tanjore to thanjavur and mysore to mysuru makes more sense but since the previous cities were named by the very people who made them what they are today from mere villages to major power centres it s not a crime to retain those names
fear,i feel so terrified to tell her
sadness,i feel pretty rotten
fear,im not really terrified of childbirth this time around and even though i know no matter what unexpectedly pops up you really can survive it and even though the author of my baby planner would be beaming with pride that i followed her instructions to the letter im still feeling a bit uncertain
sadness,i feel lonely and he always talks to me
sadness,i feel repressed enough as it is and these sorts of repressive measures and guidelines only succeed in making me want to have more sex and partaking of the revelry that comes with being a dirty slut
sadness,i can only feel rejected and tossed aside and hurt for so long before i get enough guts to just pick up and move on
fear,im feeling a little vulnerable
sadness,i wouldnt buy it but if someone gave me some id wear it if i was feeling a particularly vain that day but not really
sadness,i still don t feel devastated by the break up
sadness,i have been feeling suitably punished
fear,i always feel vaguely suspicious giving my personal details to random strangers i tell myself not to give her my real date of birth
sadness,i do think as he was feeling a bit of humiliated they did not have an excellent alternative they wanted all of us to clarify the fact that stop mortgage is working
fear,i began feeling shaky my heart was sort of skipping around i felt like someone who had been drinking coffee all day long
anger,i do reviews only on my personal experience please do not feel insulted or put off by my words i intend only to advise
fear,i feel very vulnerable and exposed too when i was in school i never thought this was how my life was going to be
anger,im feeling less grumpy after that
fear,i feel no need to offer it though i do feel a bit suspicious in the area of is she doing this just to try and lump all the people who have bothered to argue cogently with her in with the woman hating misogynists
fear,i have to think for days what to text him and i feel really nervous if he doesnt answer
sadness,im kinda relieve but at the same time i feel disheartened
sadness,i have tuned in to some country music the past year but it has only left me feeling empty
sadness,i have panic attacks when the phone rings and just feel so isolated
anger,i feel i have rushed moments where i begin to take this life here for granted i just look at them they look at me and my graced life becomes the stage again warts crushed worms under foot and all the other conflicts that come with it
fear,im just feeling insecure and while i can easily diagnose these dispositions it doesnt help
sadness,im feeling very remorseful at the moment
sadness,talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc
anger,when i noticed two spiders running on the floor in different directions
sadness,i am left feeling underwhelmed and ungrateful
sadness,i feel like im alone in missing him and because of that i feel a bit foolish for missing him as much as i do
sadness,i know that part of the problem is that i feel like i have become more boring and less of an interesting person since those days
sadness,i feel so useless as i am bent on p here on the floor
anger,i feel bitter about me being like this but then i really am not
sadness,i don t speak more than a few words of the local language and i have to rely on him to translate the conversations for me i feel submissive
sadness,i feel greatly humiliated by the beauty of everything
sadness,im feeling a bit needy i keep thinking i would appreciate any attention but of course that is not true
sadness,i feel discouraged and realize face palm that i need to look at things with a different perspective to be grateful about anything i can find
fear,i walk into a restaurant well any public place i feel like all eyes are on me and i feel really paranoid
sadness,ill just cut amp paste it next time i feel the urge to type something as whiney as that
anger,i feel rude taking pictures of them
sadness,i got a sore throat then a runny nose then a full blown congested head cold which fell on the bank holiday tuesday and has left me feeling low and blue and bleurgh since then
fear,i feel completely restless and then i feel fine where i am
anger,i feel complimented or insulted
fear,i am feeling lots of movement now but gar is unsure whether he feels or not
sadness,im dealing with issues that have me feeling kind of depressed and it stormed rained all afternoon not helping things
fear,i don t really like to shop for the most part but when i feel threatened that s when i want to spend
sadness,i am talking purely about feeling here but i just didnt feel that emotional when the boy was killed
anger,i feel grumpy i am short with my wife or children
sadness,i feel terrible about it though because i know how much courage it takes to ask
fear,i notice that is generally toward the end of the day that i start feeling really doubtful
anger,i got a feeling that it was rushed to
sadness,i like the domestic scene salty sweet combos recipe reviews the smell of rosemary babies the feeling of having exercised hand clapping rhymes books lost teacups and laundry that has been washed dried folded and put away
sadness,i would have to think oh the poor lady always being sick always being stressed feeling so isolated
fear,i felt ashamed of these feelings and was scared because i knew that something wrong with me and thought i might be gay
sadness,i feel needy when i ask someone to hang out with me and i end up not trying after a few times of being told no i have plans sorry
sadness,im starting to feel unwelcome in there
fear,i feel so frightened at the thought of opening up my heart
anger,i feel tortured being away from my baby
fear,i feel like i m trying to convince the most skeptical disbelieving person in the world that yes i really do have bipolar disorder
anger,im feeling kind of petty and selfish
anger,i feel irritable when he starts talking about it because it can go on for ev er
anger,i was feeling somewhat irritable through the whole thing
fear,i can still feel the anger pounding in my ears but the certainty is starting to trickle away leaving me shaken and unsure
anger,i am feeling too grouchy to be properly penitential
sadness,i was feeling sentimental and so it made sense to commemorate the milestone with a book
sadness,i didnt often feel helpless
fear,i can not help but feel distraught about it
anger,i had the same physical problems years ago that i have today i would have thought i would never make it to while i now feel less bothered by those same problems since i dont have a choice and dont care to let them bother me
sadness,i am feeling isolated with this infection as i have not told any of my friends only my sister and my mother who do not live close to me therefore feel i don t have anyone to talk to
anger,im going to have to spend the next five hours listening to three days grace to work it out of my system and you know how i feel about their rebellious apostrophe neglect
sadness,i feel so dumb photographing myself okay i even feel dumb trying to smile for justin
sadness,i feel worthless confused edgy and mentally drained
fear,im trying to wein off them with doctors guidance of course but if i miss a day i feel agitated about everything
sadness,i guess but it feels like the most unpleasant joke youve ever heard
sadness,i ever feel ugly or ashamed of my body
anger,im feeling very agitated right now
sadness,i see the more i feel is fake
anger,i had started about two days ago with some sound sensitivity that i hadnt been having for a little while and then i started with feeling almost like motion if you will from movements and then started with smell sensitivity but luckily it hasnt bothered me since last night
sadness,i feel assaulted by all directions
sadness,i have to admit that i m feeling quite gloomy today the first real day on my own in atlanta
sadness,i just need a few minutes to feel put upon and gloomy or to rage and spit
fear,i had struggled through a difficult pregnancy i was feeling apprehensive and excited at the same time about the soon to be newest member of our family
sadness,i feel guilty about feeling guilty over my health crisis when i am so damn lucky to be here
sadness,i thought i would i just feel blank
sadness,i legislators certainly feel they need this protection given the fact that car bombings blamed on al qaeda in iraq continue to hit iraqi cities and the parliamentary building itself was bombed in by a suicide bomber though not a vehicle bomb
sadness,i mention that i feel really unwelcome
fear,i was feeling much more agitated than usual had difficulties sleeping and constantly required my parents presence
sadness,id like to be losing a month but i know that a month is not sustainable for me and i am losing a month without feeling deprived which is more awesome than i can explain
anger,i almost always feel dissatisfied with novels after i finish them
anger,i wrote maybe a truth because i want to tell one guy something and i am afraid to tell him how i feel because he pissed me off
sadness,i feel so embarrassed and humiliated korean attack victim accuses police sydney morning herald posted on pm with a href http brisbanehub
sadness,ive had times of feeling really lonely even though ive got facebook friends
sadness,i am feeling so sad right now
fear,i feel alarmed her fingers gripping tight i see her pleading eyes so i start to disguise and say that everythings alright
sadness,i remember feeling disheartened one day when we were studying a poem really dissecting it verse by verse stanza by stanza
sadness,i drew this because i feel hated
sadness,i feel shamed that i hoped for one last christmas because i know she would never want to live life as she is now helpless and weak
sadness,i feel pretty pathetic now
fear,ive filled in some of the holes beneath my desk with foil as i feel distressed by the idea of losing one of my sewing machine feet or the bobbin case down there
fear,im betraying my youth and class origins here but the working world still feels very strange to me
sadness,i feel stupid because i didnt buy in sooner
anger,i can feel her pissed off attitude towards me from far away
sadness,i feel that the pagers definitely damaged the deaf community social time
fear,i feel restless and move walking a long way to find another right place
fear,i did not feel intimidated by the wealth of past greek writing but was instead inspired soothed relaxed stimulated by the landscape the legends and the history
anger,i stop working on my homework and take a break without feeling irritable
anger,i enjoyed it for the most part for an entertainment value due to it being a fast and mostly fun read i also had several qualms with it at the same time that left me feeling dissatisfied
anger,i feel tortured
anger,i feel greedy to want it to recede some more but there you have it i do want that
sadness,i have been feeling lied to and abused by lenders
anger,i feel angered by this and confused on how she could remarry already and especially to my father s own brother
anger,i feel so rebellious on my parents for not letting them know what i m doing for the moment and for my friends who were away for a long time and were thrilled to meet me there
anger,i actually just took a two hour break because i was feeling too pissed to keep writing
fear,i feel shaky discussing it with anybody especially in public as though i m a little ball of explosive tears just waiting to spill out everywhere
sadness,i was feeling hopeless than desperate having been suffering from acid reflux for weeks
anger,i can feel the ice cold water freezing my insides especially coming in through the bottom of my feet and the numbness starts
fear,i somehow feel more insecure than ever about explaining my research
sadness,i just listened to ed and then after feeling regretful i just laid on the floor with a sore throat and my heart beating in strange rhythms
anger,i feel so disgusted with myself for feeling the way i do
anger,i was feeling very bitter towards him so my responses where kind of cold
anger,i feel like i have to fucking go back and clarify every statement so that i dont get people agitated
sadness,i got into austin just after last night exhausted and still feeling pretty lousy from the cold i got in seattle last week
sadness,i feel extremely shitty today
sadness,i get why she is concerned because i have been pretty honest about feeling shitty about all of it
sadness,i call my ex so i don t have to feel guilty about all the other men i m sleeping with whilst he s doing a four year stretch
anger,i suddenly feel like the grouchy grinch or jack skellington
sadness,i have this mixed up kinda feeling and i really feel unimportant to the people around me
sadness,i can feel that my hopes have not been in vain she said
fear,i feel so helpless knowing i cant protect them and i worry about the others now
fear,i can feel you moving everyday now and its kind of weird to not be able to call you by name
anger,i think about it i feel a rushed mixture of excitement and nerves
sadness,i feel hated there but had to remind my selfish self that none of this was about me
fear,i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special
fear,i feel extremely intimidated
anger,i feel that i dont have to get so envious
sadness,i know how you feel i was depressed once for several days
sadness,i know that i m going to get my dark chocolate every day and not feel deprived
anger,i listened to oral arguments for a case that left me feeling frustrated and confused
anger,i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything
sadness,i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone
anger,i feel disgusted by u
sadness,i suck in a deep breath and my lungs are left feeling needy
sadness,im just feeling personally devastated that this happened at my college in the school im studying under
sadness,i not talking about relationships here just that initial moment of attraction when you first meet someone how does it feel at that point to be abit disadvantaged
sadness,i still find myself visiting there on my blah days when im feeling lost on how to obtain the joy of a peaceful existence
sadness,i dont come from a perfect past i come from a past that feels very messy and loud and chaotic and full of words words words that never really meant much or were lies
sadness,i always feel so inadequate
sadness,i feel bad saying that and like its just an excuse or something
sadness,i feel like i m being punished gt gt gt gt gt something which you could have avoided by gosh just being honest
sadness,i feel less useless on a day like this lol
sadness,i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty
sadness,i am feeling rejection low self esteem and purposeless
anger,i let emotion leak into the decision process and ended up with m feeling resentful
anger,i still feel violent but my ideas of torturing are far more tame than they were yesterday
sadness,i will sometimes feel a dull ache in the leg while sitting but i think that can be expected at this point
sadness,i dunno i just feel so useless
anger,i want and don t want but i m starting to feel resentful about him missing all the signals i m sending him
sadness,i don t feel too troubled about this
fear,i feel shaken by what the mps did but you make it all better
sadness,i think about them tomorrow tomorrow but right now i m tired and was already a bit frustrated so i m just feeling completely drained
sadness,i got back up after feeling in vain really because of scarlets reply regarding a myspace message
fear,i sit here at munching on vegetables hummus and ranch i am feeling very distraught
fear,i stood for a few minutes more feeling a strange heavy numbness settling over me even as my heart beat faster then slowly sat down again thinking
sadness,i think im mad at myself for just feeling this jaded after only five months of nursing
sadness,i concluded that if my wife cheated on me with a man i would feel betrayed and devastated and my trust in her would plummet
anger,i felt even more frustrated and discouraged when i realized my reputation had been damaged but i also realized i had a choice i could feel resentful for the situation i was in or i could rebuild my good reputation
sadness,im feeling so melancholy all day i know this is because ive been reading the perks of again
sadness,i hope you do because otherwise your wife will start to feel if she hasn t already unimportant in your life
sadness,i got there i didnt feel too bad i didnt feel much different if im honest
sadness,im writing for those who have been told that they are weak or that their strengths are weaknesses and they were made to feel ashamed
anger,i don t know if it s normal to feel cranky and weepy at this stage of my pregnancy but lately i ve been feeling really sad and disappointed for not giving birth last weekend after i felt that i was having labor pains early friday morning until the morning of saturday
sadness,i just feel awful and unlovable and thoroughly sorry for myself
anger,im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech
sadness,i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around
anger,i know that god has a huge plan for my life but i cant stop myself from feeling impatient and i know its bad but i sometimes well almost all the time question him about this
sadness,i hope she leaves you and i hope you feel heartbroken that you messed up your marriage
fear,i feel doubtful and afraid
sadness,i hated feeling dumb
sadness,i feel ugly and sad and i just want to stop comparing myself
sadness,i did things that i always wondered about and now feel remorseful for
sadness,i accept the medication until i dont feel too troubled by those i will never have the full benefices from them
sadness,i realize that i sound a little overdramatic when i say that but if you sincerely feel that way you have clearly missed the point of all of these posts
sadness,i feel strangely defeated
fear,i sound desperate and pathetic to myself but i feel frantic in my need for him
sadness,i feel sorry for those who had to leave hearth and home to work the sale
fear,i just feel very cheated and quite frightened that i was invaded like this
sadness,i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on
sadness,i did that last night and woke up feeling groggy until about lunch time
fear,i knew just the thing he needed what every guy needs when he s feeling overwhelmed james bond
fear,i still feel a tad bit skeptical
sadness,i normally would want to eat this when i feel the world is dull
sadness,i was stone heavier and feeling hopeless
anger,i feel like i want to hide away amp be distracted at the same time
sadness,i know you re only doing this because i want it not because you re feeling submissive or even sexual
sadness,im just going to continue feeling this pain and suffering in my chest every time i breathe
sadness,i feel from no longer being burdened with those i have to tip toe around and be careful about what i am saying or feeling is unbelievable
anger,i feel it was very rude to put a camera that close to anybody s face in any situation
sadness,i learnt that expectations of people are not always met and may leave you feeling immensely disappointed most of the time
sadness,id feel so defeated and id have to lick my wounds
sadness,i finally know what it feels like to be heartbroken
sadness,i cant feel remorseful for saying it
anger,i often feel angry or wound up about all the injustices and while the concerns are important and taking action is worthwhile existing in a constant state of feeling over wound cant be healthy
sadness,im feeling a little lethargic lately but school is still school
sadness,i posted i think it was about feeling sorta shitty and well i didnt want that to be the last post in my blog any more
fear,i look at my calendar i feel overwhelmed by all of the appointments and obligations coming up
anger,i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous
sadness,i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives
anger,i was feeling mad about the dress and mad at myself for being mad about the dress
sadness,i feel unwelcome in this town as if my time here has been spent my quota of memories well past brimming and my eviction notice is long overdue
sadness,i bet yahoo feel pretty shitty right now
anger,i feel myself becoming vicious once more
fear,i found out in a nutshell at this time you are feeling uptight and you are urgently in need of rest and relaxation but perhaps even more than that you need to overcome that feeling that you have been hard done by and treated with a complete lack of consideration
sadness,i feel idiotic but now my friends and family are going to make fun of me for it and now that i thought i had a good reason to be proud this shit happens
sadness,im still not a fan but i feel less agonized by it and the teachers comments after the fact made the struggle really worth it
fear,ive been feeling so restless lately why i bleached my hair so much a month ago
fear,i am no longer a virgin with girls i m starting to feel very indecisive once again
anger,i feel jealous angry or bitter ask why
anger,i still feel like the debate was vicious on both sides
sadness,im in so much pain and i feel like a useless lump face
fear,i feel confused and so uncertain of where im even at
sadness,i am still feeling gloomy and down
sadness,i would end up feeling rejected and feeling like they just played a cruel joke on me by getting my hopes up just to purposely crush them
sadness,i then felt a feeling of awkwardness and discontent cuz he said yeah me too and not im sorry
sadness,i don t know when i will want to tell her and feel guilty and disappointed that everything i am thinking about her and our relationship right now is negative
sadness,i was creating a relationship to counter a self accepted and allowed self definition of being inferior to them which means i was feeling lousy thinking i was less than because i was not being in the limelight of praise of gain
anger,i lost touch with her several years ago and feel a little bitter towards her and yet not quite willing to get rid of a reminder of the good times we had
fear,i feel they had unprotected sex on several occasions she was like what if i get pregnant he was like whatever caught in the heat of passion
anger,i see wonderful godly parents taking care of their childrens i praise god even though i feel jealous
sadness,im just feeling whiney
sadness,i like to show the homeowners these catalogs to get the feel of this a rel nofollow target blank href http www
sadness,i do like that but it just makes me feel so unimportant
fear,i feel that i was being skeptical and that it was only paranoia
sadness,i feel like it just gets ignored or perhaps i really have done a damn good job convincing the world that alls well when really i was only dreaming as one omd song goes
sadness,i feel much less dismayed
fear,ive been feeling for years all the things im so afraid of feeling they got him guilty on six counts he was remanded to jail
sadness,i feel like my rejected little artist comes by to remind me not to ignore it from time to time
fear,i cant believe this is right but i feel a lot less alarmed since the sea is still at a steady
sadness,i am starting to feel really isolated and it frustrates me
sadness,i feel aching for honest release
anger,i type this i can see my unacceptably huge muffin top protruding out of my top and i feel disgusted that i am letting all my hard work of previous rounds go to waste
sadness,i was missing him desperately and feeling idiotic for missing him
anger,i feel im really just pissed
sadness,i feel useless hopeless and stupid
anger,i tried to build up layer after layer of pencil to obtain definition and again i was left feeling dissatisfied
sadness,i feel sorry for a href http bluestarlight
anger,im feeling pretty resentful
anger,when my father shouted at me for going to a party with my sister
anger,i am so busy feeling disgusted of myself that i have no mood to revenge on them
fear,i feel frightened to see a million youngsters aspi
sadness,i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity
anger,i was feeling pretty bitchy
fear,i feel a little frantic because i know peoples will be leaving soon and just a little while ago i felt like i had hella time to waste and to hold off on things
fear,i no longer feel terrified
sadness,i believe you have to truly regret feel remorseful that you have these feelings even if you feel like you can t control them
anger,i knew i was feeling agitated irritated and depressed all at the same time
sadness,i can be mettaful and be feeling crappy
fear,i went through quite a few years of feeling too scared to create
sadness,i feel that my heart broke for barney
anger,i feel need to be stressed to be shared
anger,i have bad feelings towards guys because all the men in my family are really stubborn very aggressive and very competitive
sadness,i feel rotten and ive forgotten myself
sadness,i can talk to her about almost anything i want to and she just listens and she doesnt make me feel like a whiney brat and she helps me sort my thoughts and make decisions while keeping me where she feels im safe
sadness,i feel sad that someone i once knew is leaving as someone i once knew
sadness,i am so sorry for making you feel unimportant lately
anger,im seeing the sausage being made but rather than feeling appalled im broadening my understanding of what makes a good book
sadness,i feel like i am an island of pain and i need to be isolated from them all so i dont contaminate them with my sadness
fear,i was feeling anxious and just could not sleep
fear,i was laughing at my husband because he was still feeling skeptical with me cooking nice gozelemes
anger,i was feeling a little more resentful of what appeared to be poor planning by the organizers
anger,i feel suck mad and sad
anger,i feel it more when i see you not bothered
sadness,i don t want you my reader friends to feel like you need to feel sorry for me
sadness,im saying i feel fake
fear,i can t write because i feel afraid that my silly little thoughts are not enough to help you
sadness,i am definitely feeling a bit melancholy but ill save the reflections for tomorrow
sadness,im just angry but i know she is hurt she feels dirty
anger,i have to find myself sitting in front of the consultant feeling furious and increasingly upset at her patronising refusal to allow me to make a choice over the kind of birth i wanted
sadness,i already did feel deprived when after claire was born i reacted to the epidural and experienced extreme shakes for a couple of hours and was unable to hold her during that special quiet alertness newborns experience
sadness,i choose not to feel guilty unworthy or doubted
sadness,i may feel discouraged and frustrated
sadness,i wasnt feeling it and i didnt want to fake it
sadness,i don t know why i should feel humiliated to write about it
fear,i feel so tortured by it
sadness,i have a mini list of good things about me that i can refer to the next time i m feeling shitty
fear,i often look around and feel very overwhelmed
anger,i just feel annoyed at the way they share their success or even just the way they talk
sadness,i had feeling that if i didn t help that this can turn into a bad scene
sadness,i feel like i deserve to be broke with how frivolous i am
fear,i turn up feeling more than a little apprehensive
sadness,i look back at i feel very guilty about the money i spent on myself which could have been spent on the family
sadness,i wouldnt want him to feel burdened by it all or one day resent adrian for making his life harder
anger,i was feeling kind of hostile anyway so that was okay with me
sadness,i told him well that just makes me feel really unimportant that you cant make the effort to get it straight
anger,i feel as hungers savage tooth and when no dinner is in sight the dinner bells a sound of ruth
anger,i didn t take the time to count the money partly because the cashier was already ringing up the next customer and i was feeling a bit rushed and in the way with the next person in line crawling up my back
sadness,i can stop feeling discouraged or full of self pity when another wave crashes down on us
sadness,i brought it to god and as im dying or feeling low during the killer push ups or power kicks i just say lord help me i can do this and i am
anger,i also at first felt a hint of guilt but it was for a short period of time and then i just started to feel pissed off with the harassment
anger,i didnt think that it would come that fast or would come at all but i suppose it is because i feel cranky today
sadness,im sure of how i feel and what i want in life everything has gotten messy
sadness,i allowed myself to eat foods that i know bother me because after all since i feel awful it may as well have come as a direct result of eating something i enjoy
fear,i feel paranoid about this you havent talked to me in two days and im scared
sadness,i was making up a batch of waffles for breakfast the other morning it occurred to me that i might be feeling homesick
sadness,im just feeling a little melancholy at the end of the year
sadness,i have tried to live a good honest life and yet it feels like im being punished
anger,i began to feel like maybe i had rushed into this and not prayed or thought through it enough
sadness,ive been feeling kinda gloomy lately
fear,i feel my morals are being seriously assaulted and comprimised
fear,i feel frightened and exhilarated by the scene
anger,i feel no bitter feelings for the fans that drove me out of the fandom anymore either
fear,i also feel unsure when asked to remember some of the computer science concepts such as algorithmic efficiency that i studied at university
sadness,im already feeling stressed two weeks before thanksgiving
sadness,i feel pretty shitty and it s not my fault other people don t appreciate what i do but still i can t help feeling as if i deserve it
sadness,i do however feel like one of those pathetic girls who make up excuses because of a guy
sadness,i was angry at myself for feeling drained and exhausted especially since i had to go to my second and third jobs and wouldnt be home until much later that evening
anger,i am feeling stressed like that is to the water
sadness,i know that right before going into the psych ward i was my lowest ever and hadn t eaten in two weeks and then i had to eat and then i had to take a bunch of medications and the weight just went sky high and i feel terrible right now
anger,i feel like the nytimes publishes an article like this every year or so and each time we get pissed and feisty quick to lash out with a slew of offended and defensive responses
anger,i feel pretty fucked up these days cant breathe properly
fear,i couldn t help but feel slightly skeptical and apprehensive as i realized the tough task funes was taking on that night
fear,i feel i would give up the sense of touch feeling is because i am afraid to feel pain or suffering which i admit is probably one of the harder parts of life
sadness,i am feeling awfully lonely today and i dont want to burden any particular person with this because everyone has their own shit
sadness,i must say that i feel a little depressed because everything i know could be completely meaningless
fear,i guess i feel a little vulnerable because i have to undergo all these physical changes in front of the whole world and it seems a little daunting
sadness,i feel thats the most tragic human trait
fear,i feel so helpless when i look out at the world
sadness,i feel quite jaded and unenthusiastic about life on most days
sadness,i feel bad that i dont have a groupie shot with dan
sadness,i dont have training to count on to see the girls i feel even more miserable
sadness,i can feel my brain aching from the intense concentration required to try and keep up
sadness,i feel that he was completely humiliated and his grandfather s laughing in the dream roused him since the laughing echoed the taunts of the elite
fear,i could say i was feeling fear or anxiety or that im terrified of what the future may bring
sadness,i walked away from her i was left feeling slightly crappy about my life she s one of those women who ll subtly put you down put your children down too given half the chance
anger,i told him that i have been feeling like he cant really be bothered with me
sadness,ive been feeling mellon collie aka melancholy the past few days and i
sadness,i cant give you an exact reason but the book left me feeling discouraged while the movie is uplifting
anger,i couldnt help but feel a little selfish for wanting her to stay but in relationships of this sort youd better get used to some premature goodbyes
sadness,i feel so isolated cut off out of sinc
anger,i dont know what exactly i feel mostly annoyed and bored and upset and that kind of negative emotions
fear,i was still feeling distressed richie got another catheter bag he took off the old bag and connected the new one
sadness,i was beginning to feel defeated
anger,i cant help feeling like something violent happened as soon as the cameras turned off wish i could find it on youtube
anger,im tired of feeling annoyed and drained
anger,i mean i feel like i always have to be someone else for people to like me becuase they wont understand my sarcastic side
sadness,i feel as though i am boring or a bit dull because it is hard to keep up with her energy and i do not want her to get the wrong impression
sadness,i like the three finger hands those simple details give it that otherworldliness feel again the paint choices while not terrible by any stretch of the imagination it doesn t blow me away and i would have liked to have seen these both in translucent blue
sadness,i know what you feel like that when fake ones come i reject them without even knowing who you are
anger,i said it when i read about people who are loosing more weight losing it quicker or who are just being generally more fabulous than me i feel envious
sadness,i am feeling extremely devastated right now because ebloggy does not work just when the mental sewage system is clogged up its diarrhoea time and there is no virtual toilet paper in sight
sadness,i want to share what happened when i asked my sister why all these bad things had been raining down on me because in truth i was feeling very low
sadness,i feel shamed in a way but in another way i just dont care anymmore
anger,i wanted to press charges against the people up the street and i guess he didnt feel like being bothered
sadness,i don t always feel a bit homesick
